Id,Date,Transaction
0,5/7/2022,-132.36
1,9/12/2024,+30.62
2,8/18/2021,-97.3
3,4/19/2024,+70.55
4,2/18/2022,+785.09
5,6/14/2024,+276.68
6,5/9/2024,-135.74
7,5/6/2022,+518.49
8,9/5/2020,+343.61
9,4/10/2021,-895.23
10,10/11/2023,+182.46
11,2/13/2020,+541.8
12,3/15/2024,+971.55
13,7/1/2021,-158.37
14,7/8/2024,-565.82
15,8/19/2022,-84.88
16,5/10/2024,+147.67
17,11/13/2020,+573.09
18,11/1/2022,+176.92
19,9/14/2024,-365.97
20,2/19/2020,-704.44
21,11/7/2020,+23.77
22,11/15/2020,-948.22
23,8/3/2023,+878.73
24,8/12/2023,-785.65
25,5/17/2020,-540.42
26,6/10/2021,-52.24
27,10/12/2024,+627.43
28,2/12/2021,-164.09
29,7/16/2020,+259.18
30,8/9/2024,-256.19
31,7/15/2021,+160.79
32,1/17/2021,-917.25
33,8/9/2022,+480.18
34,9/1/2020,-770.75
35,10/19/2023,-180.18
36,5/6/2024,+652.01
37,4/18/2022,-556.12
38,11/7/2024,-922.31
39,11/9/2020,+701.73
40,1/10/2021,-704.93
41,9/10/2021,+353.6
42,6/8/2024,-253.56
43,3/8/2022,+503.42
44,7/8/2022,-674.88
45,8/17/2020,+718.78
46,3/10/2022,+287.97
47,8/10/2021,+824.78
48,10/5/2021,-267.69
49,3/12/2022,+849.96
50,6/12/2020,+212.58
51,8/6/2022,-267.75
52,6/5/2021,+478.03
53,4/19/2022,-76.39
54,1/17/2023,-432.02
55,11/16/2024,-591.84
56,4/4/2024,-276.1
57,1/2/2021,-372.35
58,2/11/2022,+105.49
59,8/10/2021,-119.87
60,4/12/2023,-261.9
61,1/5/2020,+101.75
62,11/19/2021,-254.05
63,11/1/2024,-870.48
64,3/19/2023,+520.91
65,1/13/2022,-737.2
66,10/6/2020,-770.45
67,6/16/2024,-335.56
68,6/3/2024,+510.15
69,6/4/2024,+582.73
70,7/6/2023,+399.28
71,2/13/2023,-885.92
72,8/12/2022,-339.06
73,7/17/2021,+88.98
74,10/1/2023,-62.72
75,6/10/2023,-586.84
76,9/18/2024,-232.2
77,9/19/2022,-187.04
78,3/12/2024,+440.97
79,9/1/2023,+836.1
80,10/13/2022,-302.7
81,8/7/2020,-378.55
82,8/10/2020,+414.19
83,5/18/2023,+17.97
84,10/2/2020,-885.91
85,2/6/2021,-964.18
86,7/12/2024,+909.03
87,9/2/2023,+950.04
88,10/11/2022,+988.06
89,5/5/2022,+994.43
90,6/1/2024,-738.74
91,4/2/2022,+788.18
92,7/4/2023,-700.56
93,9/7/2022,-425.05
94,7/6/2022,+705.57
95,6/18/2022,-537.75
96,1/19/2023,-750.01
97,4/10/2020,+813.75
